madde_no,madde_baslik,raw_text,normalized_text,tokens,token_count,unique_tokens,unique_token_count,roots,sentence_count
11,Erginlik onsekiz yaşın doldurulmasıyla başlar,Madde 11 - Erginlik onsekiz yaşın doldurulmasıyla başlar. Evlenme kişiyi ergin kılar. c. Ergin kılınma,madde 11 - erginlik on sekiz yaşın doldurulmasıyla başlar . evlenme kişiyi ergin kılar . c . ergin kılınma,"['madde', 'erginlik', 'on', 'sekiz', 'yaşın', 'doldurulmasıyla', 'başlar', 'evlenme', 'kişiyi', 'ergin', 'kılar', 'c', 'ergin', 'kılınma']",14,"['doldurulmasıyla', 'kılar', 'başlar', 'c', 'evlenme', 'ergin', 'kişiyi', 'erginlik', 'on', 'yaşın', 'kılınma', 'madde', 'sekiz']",13,"['madde', 'ergin', 'on', 'sekiz', 'yaş', 'doldur', 'başla', 'evlen', 'kişi', 'ergin', 'kıl', 'c', 'ergin', 'kıl']",3
12,Onbeş yaşını dolduran küçük,"Madde 12 - Onbeş yaşını dolduran küçük, kendi isteği ve velisinin rızasıyla mahkemece ergin kılı nabil ir. d. Ayırt etme gücü","madde 12 - on beş yaşını dolduran küçük , kendi isteği ve velisinin rızasıyla mahkemece ergin kılınabil ir . d . ayırt etme gücü","['madde', 'on', 'beş', 'yaşını', 'dolduran', 'küçük', 'kendi', 'isteği', 've', 'velisinin', 'rızasıyla', 'mahkemece', 'ergin', 'kılınabil', 'ir', 'd', 'ayırt', 'etme', 'gücü']",19,"['etme', 'gücü', 'd', 'rızasıyla', 'dolduran', 'velisinin', 'kendi', 'ir', 'isteği', 'yaşını', 'beş', 'mahkemece', 'kılınabil', 'ergin', 'küçük', 've', 'on', 'ayırt', 'madde']",19,"['madde', 'on', 'beş', 'yaş', 'doldur', 'küçük', 'kendi', 'isteğ', 've', 'veli', 'rıza', 'mahkeme', 'ergin', 'kıl', 'ir', 'd', 'ayırt', 'et', 'güc']",2
13,Yaşının küçüklüğü yüzünden veya akıl hastalığı,"Madde 13 - Yaşının küçüklüğü yüzünden veya akıl hastalığı, akıl zayıflığı, sarhoşluk ya da bunlara benzer sebeplerden biriyle akla uygun biçimde davranma yeteneğinden yoksun olmayan herkes, bu Kanuna göre ayırt etme gücüne sahi ptir. III. Fiil ehliyetsizliği 1. Genel olarak","madde 13 - yaşının küçüklüğü yüzünden veya akıl hastalığı , akıl zayıflığı , sarhoşluk ya da bunlara benzer sebeplerden biriyle akla uygun biçimde davranma yeteneğinden yoksun olmayan herkes , bu kanuna göre ayırt etme gücüne sahiptir tir . ııı . fiil ehliyetsizliği 1. genel olarak","['madde', 'yaşının', 'küçüklüğü', 'yüzünden', 'veya', 'akıl', 'hastalığı', 'akıl', 'zayıflığı', 'sarhoşluk', 'ya', 'da', 'bunlara', 'benzer', 'sebeplerden', 'biriyle', 'akla', 'uygun', 'biçimde', 'davranma', 'yeteneğinden', 'yoksun', 'olmayan', 'herkes', 'bu', 'kanuna', 'göre', 'ayırt', 'etme', 'gücüne', 'sahiptir', 'tir', 'ııı', 'fiil', 'ehliyetsizliği', 'genel', 'olarak']",37,"['ehliyetsizliği', 'etme', 'yoksun', 'benzer', 'gücüne', 'fiil', 'göre', 'küçüklüğü', 'olarak', 'sarhoşluk', 'bunlara', 'tir', 'herkes', 'akıl', 'ııı', 'yüzünden', 'zayıflığı', 'ya', 'genel', 'biçimde', 'davranma', 'bu', 'yeteneğinden', 'sebeplerden', 'veya', 'hastalığı', 'da', 'yaşının', 'olmayan', 'kanuna', 'sahiptir', 'ayırt', 'akla', 'madde', 'uygun', 'biriyle']",36,"['madde', 'yaş', 'küçük', 'yüzünden', 'veya', 'akıl', 'hastalığ', 'akıl', 'zayıf', 'sarhoş', 'ya', 'da', 'bu', 'benzer', 'sebep', 'biri', 'akla', 'uygun', 'biçim', 'davran', 'yeteneğ', 'yoksun', 'ol', 'herkes', 'bu', 'kanu', 'göre', 'ayırt', 'et', 'güc', 'sahip', 'tir', 'fiil', 'ehliyet', 'genel', 'ol']",2
14,Ayırt etme gücü bulunmayanların,"Madde 14 - Ayırt etme gücü bulunmayanların, küçüklerin ve kısıtlıların fiil ehliyeti yoktur. 2. Ayırt etme gücünün bulunmaması","madde 14 - ayırt etme gücü bulunmayanların , küçüklerin ve kısıtlıların fiil ehliyeti yoktur . 2. ayırt etme gücünün bulunmaması","['madde', 'ayırt', 'etme', 'gücü', 'bulunmayanların', 'küçüklerin', 've', 'kısıtlıların', 'fiil', 'ehliyeti', 'yoktur', 'ayırt', 'etme', 'gücünün', 'bulunmaması']",15,"['yoktur', 'etme', 'bulunmayanların', 'ehliyeti', 'gücü', 'gücünün', 'kısıtlıların', 'küçüklerin', 've', 'fiil', 'ayırt', 'madde', 'bulunmaması']",13,"['madde', 'ayırt', 'et', 'güc', 'bulun', 'küçük', 've', 'kısıt', 'fiil', 'ehliyet', 'yok', 'ayırt', 'et', 'güc', 'bulun']",2
15,Kanunda gösterilen ayrık durumlar saklı kalmak üzere,"Madde 15 - Kanunda gösterilen ayrık durumlar saklı kalmak üzere, ayırt etme gücü bulun mayan kimsenin fiilleri hukukî sonuç doğurmaz. 3. Ayırt etme gücüne sahip küçükler ve kısıtlılar","madde 15 - kanunda gösterilen ayrık durumlar saklı kalmak üzere , ayırt etme gücü bulun mayan kimsenin fiilleri hukuki sonuç doğurmaz . 3. ayırt etme gücüne sahip küçükler ve kısıtlılar","['madde', 'kanunda', 'gösterilen', 'ayrık', 'durumlar', 'saklı', 'kalmak', 'üzere', 'ayırt', 'etme', 'gücü', 'bulun', 'mayan', 'kimsenin', 'fiilleri', 'hukuki', 'sonuç', 'doğurmaz', 'ayırt', 'etme', 'gücüne', 'sahip', 'küçükler', 've', 'kısıtlılar']",25,"['etme', 'doğurmaz', 'saklı', 'gücü', 'kanunda', 'gücüne', 'üzere', 'bulun', 'fiilleri', 'durumlar', 'küçükler', 'sonuç', 'kimsenin', 'kısıtlılar', 'mayan', 'sahip', 'ayrık', 'kalmak', 've', 'gösterilen', 'ayırt', 'madde', 'hukuki']",23,"['madde', 'kanu', 'göster', 'ayrık', 'durum', 'saklı', 'kal', 'üzere', 'ayırt', 'et', 'güc', 'bul', 'maya', 'kimse', 'fiil', 'hukuki', 'sonuç', 'doğur', 'ayırt', 'et', 'güc', 'sahip', 'küçükle', 've', 'kısıt']",2
16,Ayırt etme gücüne sahip küçükler ve kısıtlılar,"Madde 16 - Ayırt etme gücüne sahip küçükler ve kısıtlılar, yasal temsilcilerinin rızası olmadıkça, kendi işlemleriyle borç altına giremezler. Karşılıksız kazan mada ve kişiye sıkı sıkıya bağlı hakları kullanmada bu rıza gerekli değildir. Ayırt etme gücüne sahip küçükler ve kısıtlılar haksız fiillerinden sorumludurlar. IV. Hısımlık 1. Kan hısımlığı","madde 16 - ayırt etme gücüne sahip küçükler ve kısıtlılar , yasal temsilcilerinin rızası olmadıkça , kendi işlemleriyle borç altına giremezler . karşılıksız kazanmada ve kişiye sıkı sıkıya bağlı hakları kullanmada bu rıza gerekli değildir . ayırt etme gücüne sahip küçükler ve kısıtlılar haksız fiillerinden sorumludurlar . iv . hışımlık 1. kan hısımlığı","['madde', 'ayırt', 'etme', 'gücüne', 'sahip', 'küçükler', 've', 'kısıtlılar', 'yasal', 'temsilcilerinin', 'rızası', 'olmadıkça', 'kendi', 'işlemleriyle', 'borç', 'altına', 'giremezler', 'karşılıksız', 'kazanmada', 've', 'kişiye', 'sıkı', 'sıkıya', 'bağlı', 'hakları', 'kullanmada', 'bu', 'rıza', 'gerekli', 'değildir', 'ayırt', 'etme', 'gücüne', 'sahip', 'küçükler', 've', 'kısıtlılar', 'haksız', 'fiillerinden', 'sorumludurlar', 'iv', 'hışımlık', 'kan', 'hısımlığı']",44,"['olmadıkça', 'sıkı', 'etme', 'sıkıya', 'fiillerinden', 'kan', 'karşılıksız', 'gücüne', 'giremezler', 'iv', 'bağlı', 'işlemleriyle', 'kendi', 'küçükler', 'yasal', 'değildir', 'hısımlığı', 'hışımlık', 'ayırt', 'kısıtlılar', 'borç', 'hakları', 'kullanmada', 'rızası', 'rıza', 'sorumludurlar', 'kazanmada', 'haksız', 'kişiye', 'altına', 'sahip', 'bu', 've', 'temsilcilerinin', 'madde', 'gerekli']",36,"['madde', 'ayırt', 'et', 'güc', 'sahip', 'küçükle', 've', 'kısıt', 'yasal', 'temsilci', 'rıza', 'olmadık', 'kendi', 'işlem', 'borç', 'alt', 'gir', 'karşılık', 'kazan', 've', 'kişi', 'sıkı', 'sıkı', 'bağ', 'hak', 'kullan', 'bu', 'rıza', 'gerekli', 'değil', 'ayırt', 'et', 'güc', 'sahip', 'küçükle', 've', 'kısıt', 'hak', 'fiil', 'sorumlu', 'iv', 'hışım', 'kan', 'hısım']",4
17,Kan hısımlığının derecesi,"Madde 17 - Kan hısımlığının derecesi, hısımları birbirine b ağlay an do ğum sayısıyla belli olur. Biri diğerinden gelen kişiler arasında üstsoy -altsoy hısımlığı; biri diğerinden gelmeyip de, ortak bir kökten gelen kişiler arasında yansoy hısımlığı vardır. 2. Kayın hısımlığı","madde 17 - kan hısımlığının derecesi , hısımları birbirine b alay an doğum sayısıyla belli olur . biri diğerinden gelen kişiler arasında üstsoy - Altso'm hışımlığı ; biri diğerinden gelmeyip de , ortak bir kökten gelen kişiler arasında Tansoy hısımlığı vardır . 2. kayın hısımlığı","['madde', 'kan', 'hısımlığının', 'derecesi', 'hısımları', 'birbirine', 'b', 'alay', 'an', 'doğum', 'sayısıyla', 'belli', 'olur', 'biri', 'diğerinden', 'gelen', 'kişiler', 'arasında', 'üstsoy', 'hışımlığı', 'biri', 'diğerinden', 'gelmeyip', 'de', 'ortak', 'bir', 'kökten', 'gelen', 'kişiler', 'arasında', 'Tansoy', 'hısımlığı', 'vardır', 'kayın', 'hısımlığı']",35,"['ortak', 'bir', 'derecesi', 'de', 'Tansoy', 'kan', 'hışımlığı', 'arasında', 'doğum', 'belli', 'hısımlığı', 'sayısıyla', 'kökten', 'alay', 'gelmeyip', 'b', 'hısımlığının', 'kayın', 'üstsoy', 'diğerinden', 'hısımları', 'an', 'vardır', 'birbirine', 'kişiler', 'gelen', 'biri', 'olur', 'madde']",29,"['madde', 'kan', 'hısım', 'derece', 'hısım', 'birbiri', 'b', 'alay', 'an', 'doğu', 'sayı', 'belli', 'olur', 'biri', 'diğer', 'gelen', 'kişi', 'ara', 'hışım', 'biri', 'diğer', 'gel', 'de', 'ortak', 'bir', 'kökten', 'gelen', 'kişi', 'ara', 'tansoy', 'hısım', 'var', 'kayın', 'hısım']",3
18,Eşlerden biri ile diğer eşin kan hısımları,"Madde 18 - Eşlerden biri ile diğer eşin kan hısımları , aynı tür ve dereceden kayın hısımları olur. Kayın hısımlığı, kendisini meydana getiren evliliğin sona ermesiyle ortadan kalkmaz. V. Yerleşim yeri 1. Tanım","madde 18 - eşlerden biri ile diğer eşin kan hısımları , aynı tür ve dereceden kayın hısımları olur . kayın hısımlığı , kendisini meydana getiren evliliğin sona ermesiyle ortadan kalkmaz . v . yerleşim yeri 1. tanım","['madde', 'eşlerden', 'biri', 'ile', 'diğer', 'eşin', 'kan', 'hısımları', 'aynı', 'tür', 've', 'dereceden', 'kayın', 'hısımları', 'olur', 'kayın', 'hısımlığı', 'kendisini', 'meydana', 'getiren', 'evliliğin', 'sona', 'ermesiyle', 'ortadan', 'kalkmaz', 'v', 'yerleşim', 'yeri', 'tanım']",29,"['tanım', 'kan', 'tür', 'meydana', 'ermesiyle', 'evliliğin', 'aynı', 'yerleşim', 'hısımlığı', 'getiren', 'ortadan', 'kayın', 'kalkmaz', 'yeri', 'eşlerden', 'hısımları', 'kendisini', 'sona', 'eşin', 'diğer', 'ile', 'v', 've', 'biri', 'dereceden', 'olur', 'madde']",27,"['madde', 'eş', 'biri', 'ile', 'diğer', 'eş', 'kan', 'hısım', 'aynı', 'tür', 've', 'derece', 'kayın', 'hısım', 'olur', 'kayın', 'hısım', 'kendi', 'meydan', 'getir', 'evliliğ', 'son', 'er', 'orta', 'kalk', 'v', 'yerleşim', 'yer', 'tan']",3
19,Yerleşim yeri bir kimsenin sürekli kalma niyetiyle oturduğu yerdir,Madde 19 - Yerleşim yeri bir kimsenin sürekli kalma niyetiyle oturduğu yerdir. Bir kimsen in ay nı zamanda birden çok yerleşim yeri olamaz. Bu kural ticarî ve sınaî kuruluşlar hakkında uygulanmaz. 2. Yerleşim yerinin değiştirilmesi ve oturma yeri,madde 19 - yerleşim yeri bir kimsenin sürekli kalma niyetiyle oturduğu yerdir . bir kimsen in aynı zamanda birden çok yerleşim yeri olamaz . bu kural ticari ve sınai kuruluşlar hakkında uygulanmaz . 2. yerleşim yerinin değiştirilmesi ve oturma yeri,"['madde', 'yerleşim', 'yeri', 'bir', 'kimsenin', 'sürekli', 'kalma', 'niyetiyle', 'oturduğu', 'yerdir', 'bir', 'kimsen', 'in', 'aynı', 'zamanda', 'birden', 'çok', 'yerleşim', 'yeri', 'olamaz', 'bu', 'kural', 'ticari', 've', 'sınai', 'kuruluşlar', 'hakkında', 'uygulanmaz', 'yerleşim', 'yerinin', 'değiştirilmesi', 've', 'oturma', 'yeri']",34,"['kural', 'bir', 'oturduğu', 'oturma', 'yerdir', 'in', 'uygulanmaz', 'yerleşim', 'aynı', 'niyetiyle', 'ticari', 'yerinin', 'kalma', 'kimsenin', 'yeri', 'değiştirilmesi', 'sınai', 'bu', 'çok', 'madde', 'hakkında', 'birden', 've', 'olamaz', 'kuruluşlar', 'zamanda', 'sürekli', 'kimsen']",28,"['madde', 'yerleşim', 'yer', 'bir', 'kimse', 'sürekli', 'kal', 'niyet', 'otur', 'ye', 'bir', 'kimse', 'in', 'aynı', 'zaman', 'birden', 'çok', 'yerleşim', 'yer', 'olamaz', 'bu', 'kural', 'ticari', 've', 'sınai', 'kuruluş', 'hakkında', 'uygula', 'yerleşim', 'yerin', 'değiş', 've', 'otur', 'yer']",4
20,Bir yerleşim yerinin değiştirilmesi yenisinin edinilmesine bağlıdır,"Madde 20 - Bir yerleşim yerinin değiştirilmesi yenisinin edinilmesine bağlıdır. Önceki yerleşim yeri belli olmayan veya yabancı ülkedeki yerleşim yerini bıraktığı hâlde Türkiye'de henüz bir yerleşim yeri edinmemiş olan kimsenin hâlen oturduğu yer, yerleşim yeri sayılır. 3. Yasal yerleşim yeri","madde 20 - bir yerleşim yerinin değiştirilmesi yenisinin edinilmesine bağlıdır . önceki yerleşim yeri belli olmayan veya yabancı ülkedeki yerleşim yerini bıraktığı halde türkiye'de henüz bir yerleşim yeri edinmemiş olan kimsenin halen oturduğu yer , yerleşim yeri sayılır . 3. yasal yerleşim yeri","['madde', 'bir', 'yerleşim', 'yerinin', 'değiştirilmesi', 'yenisinin', 'edinilmesine', 'bağlıdır', 'önceki', 'yerleşim', 'yeri', 'belli', 'olmayan', 'veya', 'yabancı', 'ülkedeki', 'yerleşim', 'yerini', 'bıraktığı', 'halde', 'henüz', 'bir', 'yerleşim', 'yeri', 'edinmemiş', 'olan', 'kimsenin', 'halen', 'oturduğu', 'yer', 'yerleşim', 'yeri', 'sayılır', 'yasal', 'yerleşim', 'yeri']",36,"['bir', 'oturduğu', 'edinilmesine', 'halen', 'halde', 'bağlıdır', 'yenisinin', 'yasal', 'yerleşim', 'belli', 'ülkedeki', 'edinmemiş', 'sayılır', 'yerinin', 'olan', 'kimsenin', 'yabancı', 'yeri', 'değiştirilmesi', 'henüz', 'madde', 'bıraktığı', 'önceki', 'veya', 'olmayan', 'yer', 'yerini']",27,"['madde', 'bir', 'yerleşim', 'yerin', 'değiş', 'yeni', 'edin', 'bağ', 'önce', 'yerleşim', 'yer', 'belli', 'ol', 'veya', 'yabancı', 'ülke', 'yerleşim', 'yer', 'bırak', 'hal', 'henüz', 'bir', 'yerleşim', 'yer', 'edin', 'ol', 'kimse', 'halen', 'otur', 'ye', 'yerleşim', 'yer', 'say', 'yasal', 'yerleşim', 'yer']",3
21,Vel,"Madde 21 - Velâyet altında bulunan çocuğun yerleşim yeri, ana ve ba basının; ana ve babanın ortak yerleşim yeri yoksa, çocuğun kendisine bırakıldığı ana veya babanın yerleşim yeridir. Diğer hâllerde çocuğun oturma yeri, onun yerleşim yeri sayılır. Vesayet altındaki kişilerin yerleşim yeri, bağlı oldukları vesayet maka mının bulunduğu yerdir. 4. Kurumlarda bulunma","madde 21 - velayet altında bulunan çocuğun yerleşim yeri , ana veba basının ; ana ve babanın ortak yerleşim yeri yoksa , çocuğun kendisine bırakıldığı ana veya babanın yerleşim yeridir . diğer hallerde çocuğun oturma yeri , onun yerleşim yeri sayılır . vesayet altındaki kişilerin yerleşim yeri , bağlı oldukları vesayet makamının bulunduğu yerdir . 4. kurumlarda bulunma","['madde', 'velayet', 'altında', 'bulunan', 'çocuğun', 'yerleşim', 'yeri', 'ana', 'veba', 'basının', 'ana', 've', 'babanın', 'ortak', 'yerleşim', 'yeri', 'yoksa', 'çocuğun', 'kendisine', 'bırakıldığı', 'ana', 'veya', 'babanın', 'yerleşim', 'yeridir', 'diğer', 'hallerde', 'çocuğun', 'oturma', 'yeri', 'onun', 'yerleşim', 'yeri', 'sayılır', 'vesayet', 'altındaki', 'kişilerin', 'yerleşim', 'yeri', 'bağlı', 'oldukları', 'vesayet', 'makamının', 'bulunduğu', 'yerdir', 'kurumlarda', 'bulunma']",47,"['ortak', 'bulunduğu', 'oldukları', 'oturma', 'yerdir', 'bulunma', 'bağlı', 'kişilerin', 'yoksa', 'yerleşim', 'veba', 'hallerde', 'onun', 'sayılır', 'yeri', 'velayet', 'babanın', 'yeridir', 'altındaki', 'bulunan', 'bırakıldığı', 'çocuğun', 'kurumlarda', 'vesayet', 'altında', 'basının', 'madde', 'kendisine', 'veya', 'makamının', 've', 'ana', 'diğer']",33,"['madde', 'velayet', 'alt', 'bulun', 'çocuğ', 'yerleşim', 'yer', 'ana', 'veba', 'ba', 'ana', 've', 'baba', 'ortak', 'yerleşim', 'yer', 'yoksa', 'çocuğ', 'kendi', 'bırak', 'ana', 'veya', 'baba', 'yerleşim', 'yeridir', 'diğer', 'hal', 'çocuğ', 'otur', 'yer', 'on', 'yerleşim', 'yer', 'say', 'vesayet', 'alt', 'kişi', 'yerleşim', 'yer', 'bağ', 'ol', 'vesayet', 'makam', 'bulun', 'ye', 'kurum', 'bulun']",4
22,Bir öğretim kurumuna devam etmek için bir yerde bulunma ya da eğitim,"Madde 22 - Bir öğretim kurumuna devam etmek için bir yerde bulunma ya da eğitim, sağlık, bakım veya ceza kurumuna konulma, yeni yerleşim yeri edinme sonucunu doğurmaz. B. Kişiliğin korunması I. Vazgeçme ve a şırı sınır lamaya karşı","madde 22 - bir öğretim kurumuna devam etmek için bir yerde bulunma ya da eğitim , sağlık , bakım veya ceza kurumuna konulma , yeni yerleşim yeri edinme sonucunu doğurmaz . b . kişiliğin korunması ı . vazgeçme ve aşırı sinir lamaya karşı","['madde', 'bir', 'öğretim', 'kurumuna', 'devam', 'etmek', 'için', 'bir', 'yerde', 'bulunma', 'ya', 'da', 'eğitim', 'sağlık', 'bakım', 'veya', 'ceza', 'kurumuna', 'konulma', 'yeni', 'yerleşim', 'yeri', 'edinme', 'sonucunu', 'doğurmaz', 'b', 'kişiliğin', 'korunması', 'ı', 'vazgeçme', 've', 'aşırı', 'sinir', 'lamaya', 'karşı']",35,"['sinir', 'doğurmaz', 'için', 'bir', 'devam', 'konulma', 'sonucunu', 'bulunma', 'öğretim', 'etmek', 'yerleşim', 'kişiliğin', 'karşı', 'b', 'yeri', 'ya', 'lamaya', 'bakım', 'aşırı', 'ceza', 'korunması', 'ı', 'vazgeçme', 'madde', 'kurumuna', 'da', 'eğitim', 'veya', 've', 'sağlık', 'yeni', 'edinme', 'yerde']",33,"['madde', 'bir', 'öğreti', 'kurum', 'devam', 'et', 'için', 'bir', 'yer', 'bulun', 'ya', 'da', 'eğitim', 'sağlık', 'bakı', 'veya', 'ceza', 'kurum', 'kon', 'yeni', 'yerleşim', 'yer', 'edin', 'sonuc', 'doğur', 'b', 'kişiliğ', 'koru', 'ı', 'vazgeç', 've', 'aşırı', 'sinir', 'lama', 'karşı']",2
23,Kimse,"Madde 23 - Kimse, hak ve fiil ehliyetlerinden kısmen de olsa vazgeçemez. Kimse özgürlüklerinden vazgeçemez veya onları hukuka ya da ahlâka aykırı olarak sınırlayamaz. Yazılı rıza üzerine insan kökenli biyolojik maddelerin alınması, aş ılanm ası v e nak li mümkündür. Ancak, biyolojik m adde verme borcu altına girmiş olandan edimini yerine getirmesi istenemez; maddî ve manevî tazminat isteminde bulunulamaz. II. Saldırıya karşı 1. İlke","madde 23 - kimse , hak ve fiil ehliyetlerinden kısmen de olsa vazgeçemez . kimse özgürlüklerinden vazgeçemez veya onları hukuka ya da ahlaka aykırı olarak sınırlayamaz . yazılı rıza üzerine insan kökenli biyolojik maddelerin alınması , aş ilan aşı v e nakli mümkündür . ancak , biyolojik m adde verme borcu altına girmiş olandan edimini yerine getirmesi istenemez ; maddi ve manevi tazminat isteminde bulunulamaz . ıı . saldırıya karşı 1. ilke","['madde', 'kimse', 'hak', 've', 'fiil', 'ehliyetlerinden', 'kısmen', 'de', 'olsa', 'vazgeçemez', 'kimse', 'özgürlüklerinden', 'vazgeçemez', 'veya', 'onları', 'hukuka', 'ya', 'da', 'ahlaka', 'aykırı', 'olarak', 'sınırlayamaz', 'yazılı', 'rıza', 'üzerine', 'insan', 'kökenli', 'biyolojik', 'maddelerin', 'alınması', 'aş', 'ilan', 'aşı', 'v', 'e', 'nakli', 'mümkündür', 'ancak', 'biyolojik', 'm', 'adde', 'verme', 'borcu', 'altına', 'girmiş', 'olandan', 'edimini', 'yerine', 'getirmesi', 'istenemez', 'maddi', 've', 'manevi', 'tazminat', 'isteminde', 'bulunulamaz', 'ıı', 'saldırıya', 'karşı', 'ilke']",60,"['ehliyetlerinden', 'getirmesi', 'de', 'm', 'ıı', 'ahlaka', 'fiil', 'maddi', 'özgürlüklerinden', 'isteminde', 'hak', 'saldırıya', 'e', 'aykırı', 'onları', 'biyolojik', 'tazminat', 'yerine', 'hukuka', 'üzerine', 'yazılı', 'karşı', 'olandan', 'sınırlayamaz', 'ya', 'ilan', 'ilke', 'verme', 'kısmen', 'rıza', 'maddelerin', 'kimse', 'vazgeçemez', 'altına', 'manevi', 'istenemez', 'nakli', 'aşı', 'bulunulamaz', 'v', 'olsa', 'alınması', 'edimini', 'adde', 'girmiş', 'veya', 'da', 've', 'aş', 'insan', 'mümkündür', 'ancak', 'borcu', 'kökenli', 'madde', 'olarak']",56,"['madde', 'kimse', 'hak', 've', 'fiil', 'ehliyet', 'kısmen', 'de', 'ol', 'vazgeç', 'kimse', 'özgürlük', 'vazgeç', 'veya', 'o', 'hukuk', 'ya', 'da', 'ahlak', 'aykırı', 'ol', 'sınırla', 'yazılı', 'rıza', 'üzerine', 'insan', 'köken', 'biyolojik', 'madde', 'alın', 'aş', 'ilan', 'aşı', 'v', 'e', 'nakli', 'mümkün', 'ancak', 'biyolojik', 'm', 'ad', 'ver', 'borc', 'alt', 'gir', 'ol', 'edim', 'yerine', 'getir', 'iste', 'maddi', 've', 'manevi', 'tazminat', 'istem', 'bul', 'saldırı', 'karşı', 'ilk']",5
24,Hukuka aykırı olarak kişilik hakkına saldırıla n kim se,"Madde 24 - Hukuka aykırı olarak kişilik hakkına saldırıla n kim se, hâkimden, saldırıda bulunanlara karşı korunmasını isteyebilir. Kişilik hakkı zedelenen kimsenin rızası, daha üstün nitelikte özel veya kamusal yarar ya da kanunun verdiği yetkinin kullanılması sebeplerinden biriyle haklı kılınmadıkça, kişilik hakl arına yapılan her saldırı hukuka aykırıdır. 2. Davalar","madde 24 - hukuka aykırı olarak kişilik hakkına saldırılan kim se , hâkimden , saldırıda bulunanlara karşı korunmasını isteyebilir . kişilik hakkı zedelenen kimsenin rızası , daha üstün nitelikte özel veya kamusal yarar ya da kanunun verdiği yetkinin kullanılması sebeplerinden biriyle haklı kılınmadıkça , kişilik halk arına yapılan her saldırı hukuka aykırıdır . 2. davalar","['madde', 'hukuka', 'aykırı', 'olarak', 'kişilik', 'hakkına', 'saldırılan', 'kim', 'se', 'hâkimden', 'saldırıda', 'bulunanlara', 'karşı', 'korunmasını', 'isteyebilir', 'kişilik', 'hakkı', 'zedelenen', 'kimsenin', 'rızası', 'daha', 'üstün', 'nitelikte', 'özel', 'veya', 'kamusal', 'yarar', 'ya', 'da', 'kanunun', 'verdiği', 'yetkinin', 'kullanılması', 'sebeplerinden', 'biriyle', 'haklı', 'kılınmadıkça', 'kişilik', 'halk', 'arına', 'yapılan', 'her', 'saldırı', 'hukuka', 'aykırıdır', 'davalar']",46,"['özel', 'hâkimden', 'isteyebilir', 'sebeplerinden', 'kullanılması', 'aykırı', 'hukuka', 'zedelenen', 'karşı', 'biriyle', 'kanunun', 'kimsenin', 'nitelikte', 'hakkı', 'hakkına', 'se', 'kılınmadıkça', 'ya', 'kişilik', 'aykırıdır', 'arına', 'halk', 'rızası', 'daha', 'haklı', 'kim', 'saldırıda', 'bulunanlara', 'üstün', 'yarar', 'saldırılan', 'yetkinin', 'korunmasını', 'her', 'veya', 'da', 'davalar', 'yapılan', 'saldırı', 'kamusal', 'madde', 'olarak', 'verdiği']",43,"['madde', 'hukuk', 'aykırı', 'ol', 'kişilik', 'hakk', 'saldır', 'kim', 'se', 'haki', 'saldırı', 'bulun', 'karşı', 'koru', 'iste', 'kişilik', 'hakk', 'zedele', 'kimse', 'rıza', 'daha', 'üstün', 'nitelik', 'özel', 'veya', 'kamu', 'yarar', 'ya', 'da', 'kanu', 'ver', 'yetki', 'kullan', 'sebep', 'biri', 'hak', 'kıl', 'kişilik', 'halk', 'arın', 'yapılan', 'her', 'saldırı', 'hukuk', 'aykırı', 'dava']",3
