token,frequency
sularının,2
katlanmak,2
üstteki,2
akıtılması,2
kurutma,2
yerden,2
arazisinin,2
katlanmakla,2
ödemesi,2
gözetilmesini,2
arda,2
mecraların,2
katılmakla,2
olana,2
yapma,2
tarla,2
sütununda,2
sınırlıklarla,2
yararlanması,2
rüzgar,2
çiğ,2
güçlerin,2
etkisiyle,2
rastlantı,2
taşınmazına,2
yangın,2
yollara,2
noktaları,2
malikler,2
ihmal,2
gerekmediğini,2
gerekiyorsa,2
içme,2
ölçü,2
maliklere,2
sağlayacak,2
devredilen,2
devralanın,2
taksit,2
teslimsiz,2
zilyetliğine,2
tekrar,2
oturulan,2
işyerinde,2
bulu,2
saklanmış,2
isteyemezler,2
aşmamak,2
emeğin,2
zenginleşmeden,2
karışma,2
birleşme,2
geçirir,2
kazanılmasında,2
taşınma,2
yüküne,2
sağlayan,2
irtifaktan,2
irtifakın,2
kapsamını,2
belirlemede,2
kullanılış,2
yükünü,2
naklini,2
kullanılacağı,2
etmesidir,2
parseller,2
parsellerin,2
taşınırlarsa,2
kişilerde,2
harap,2
eklemeleri,2
olgunlaşan,2
faizleri,2
tarihe,2
teslimden,2
vergi,2
resimleri,2
ödemişse,2
gi,2
intifalında,2
faizi,2
primlerini,2
yararlanmanın,2
içer,2
biçilen,2
ikisine,2
devredene,2
ihtiyaçlarına,2
yenileme,2
içerik,2
sayfa,2
sayfanın,2
ıdır,2
hesaplanış,2
ödenmez,2
dağıtılmasında,2
sınırı,2
taşınmazla,2
sicilde,2
kılınmış,2
yükümlünün,2
yükün,2
türü,2
boşalması,2
edileceği,2
kurulurken,2
belirtilmesi,2
rehnedebilir,2
birleştirilmesi,2
dağıtımı,2
yirmide,2
birinden,2
eklentiler,2
takibe,2
ilanından,2
kısmi,2
gelmişse,2
masraflardan,2
çevrilmesinde,2
sıralarda,2
boşalan,2
dereceye,2
geçme,2
etki,2
boş,2
çevirme,2
ödenmezse,2
ödenmemesi,2
dairesi,2
şunlar,2
çevrilmesinin,2
masrafların,2
öncelik,2
ipoteğe,2
ipoteği,2
alacaklıdan,2
miktarın,2
tuttuğunu,2
bildirmezse,2
yüklendikleri,2
tebliği,2
aşınmaz,2
yükleniciler,2
vermeyi,2
senetlerini,2
dönemin,2
düzenlenebilir,2
ödeyebilir,2
kütük,2
çıkmış,2
ödemesini,2
senetten,2
milyon,2
çıkaran,2
sırası,2
edinimi,2
zilyetlikten,2
yazılmak,2
rehneden,2
tarihine,2
evrakı,2
talimatla,2
senede,2
yeterlidir,2
eti,2
kâr,2
vadeleri,2
işiyle,2
uğraşmak,2
aracılığı,2
makbuzu,2
bilmesi,2
tanıyarak,2
asli,2
şeyde,2
zilyettir,2
dolaylı,2
dolaysız,2
sürdüren,2
olmakta,2
kuvvet,2
etse,2
şah,2
giderilmesine,2
dayanabilir,2
emin,2
korunur,2
çalınan,2
zamanaşımından,2
kaydedilmesi,2
sayfada,2
defterine,2
verilmekle,2
kazanılan,2
görünen,2
belgelemiş,2
tarihlerini,2
yayımlanmasından,2
dokuz,2
sözüyle,1
özüyle,1
değindiği,1
uygulanabilir,1
örf,1
koyucu,1
koyacak,1
görüşlerden,1
kararlarından,1
ilişkilerin,1
dürüst,1
korumaz,1
iyiniyet,1
iyiniyete,1
bağladığı,1
varlığıdır,1
göstermeyen,1
iyini,1
iddiasında,1
tutmayı,1
emrettiği,1
ilişkilerine,1
dayandırdığı,1
belgeledikleri,1
doğruluğuna,1
insanın,1
insanlar,1
olmada,1
eşittirler,1
yaşın,1
doldurulmasıyla,1
kılınma,1
dolduran,1
velisinin,1
kılınabil,1
yaşının,1
küçüklüğü,1
sarhoşluk,1
akla,1
ehliyetsizliği,1
bulunmayanların,1
fiilleri,1
işlemleriyle,1
giremezler,1
kazanmada,1
sıkı,1
sıkıya,1
hısımlığının,1
alay,1
sayısıyla,1
hışımlığı,1
gelmeyip,1
kökten,1
Tansoy,1
dereceden,1
kalkmaz,1
niyetiyle,1
kimsen,1
yenisinin,1
ülkedeki,1
basının,1
bırakıldığı,1
yeridir,1
kurumlarda,1
öğretim,1
konulma,1
sinir,1
lamaya,1
ehliyetlerinden,1
özgürlüklerinden,1
insan,1
kökenli,1
maddelerin,1
adde,1
girmiş,1
olandan,1
edimini,1
ilke,1
saldırılan,1
bulunanlara,1
aykırıdır,1
sürmekte,1
aykırılığının,1
bunlarla,1
yayımlanması,1
üküml,1
tarafça,1
sürülmüş,1
zararının,1
haksızlığın,1
değiştirildiği,1
basın,1
partalında,1
dosyanın,1
değişmekle,1
değişmez,1
değiştirilmesinden,1
edebil,1
başlangıcı,1
tamamıyla,1
doğduğu,1
olmanın,1
süren,1
edilemezse,1
araçları,1
kayıtlarla,1
çek,1
kanıtla,1
bulunamamış,1
gerçekten,1
alınamayan,1
olasılık,1
yerleşmemişse,1
anasının,1
istenebilmesi,1
yapılsana,1
ıştemin,1
dolmadan,1
alınırsa,1
ga,1
iplik,1
haberin,1
alındığı,1
sicille,1
bildirimlerin,1
esaslar,1
görevliler,1
memurlar,1
kayıtlarını,1
örnek,1
memurların,1
görevidir,1
memleketlerdeki,1
temsilcilerine,1
önerisi,1
tutulduğu,1
kaydında,1
değişikliğinde,1
cinsiyetini,1
değiştirmek,1
transseksüel,1
değişikliğinin,1
ruh,1
açısından,1
zorunluluğunu,1
hastane,1
sinden,1
belgelemesi,1
yöntemlere,1
ameliyatı,1
gerçekleştirildiğinin,1
doğrulanması,1
doğumlara,1
durumdaki,1
tanınması,1
düzeltilmesi,1
ölümlere,1
bulunamayan,1
yayımlanan,1
fıkranın,1
üreme,1
Lunar,1
amiş,1
amirinin,1
emriyle,1
düşürülür,1
cesedin,1
kimliğinin,1
eriyle,1
düşünceler,1
yazılarak,1
başlıbaşına,1
örgütlenmiş,1
yaradılış,1
insana,1
niteliklere,1
ehildirler,1
belgelerine,1
sokarlar,1
kusurlarından,1
soru,1
uludu,1
vermedikçe,1
şirketleri,1
birleştirmek,1
oluşturdukları,1
amaçlarla,1
kurucularının,1
eğiştirilmiştir,1
emredici,1
tüzüğünü,1
nelerden,1
doğruluğu,1
kurucuların,1
mamlanması,1
kuruculardan,1
tamamlanmaz,1
giderilmezse,1
açması,1
savcılığına,1
faaliyetinin,1
durdurulmasına,1
belgelerde,1
no,1
ksanl,1
giderilmiş,1
keyfiyet,1
tüzüğünün,1
ilanı,1
fıkrası,1
toplantılarını,1
oluşturmakla,1
kurucuları,1
kimsemse,1
mse,1
aranı,1
kaybedenlerin,1
üyeliği,1
dernekte,1
gösterilmişse,1
sayılamayacağı,1
düzenlenmemişse,1
sürülerek,1
eşitlik,1
renk,1
din,1
mezhep,1
zümre,1
sınıf,1
farkı,1
gözetemez,1
bozan,1
işiler,1
başkaca,1
ayrıcalık,1
uygulamalar,1
faaliyetlerine,1
kurulda,1
oyunu,1
ödentilere,1
üyelikte,1
ödentisini,1
oden,1
sadakat,1
davranmak,1
güçleştirici,1
engelleyici,1
davranışlardan,1
kuruludur,1
oluşturabilirler,1
sorumlulukları,1
toplanması,1
belirtil,1
manda,1
çağrısı,1
toplantılarının,1
üyelerinden,1
çağırmazsa,1
toplantısız,1
çağrısız,1
üyelerinin,1
uymadan,1
geler,1
saati,1
gündemi,1
toplantıları,1
merkezinin,1
çoğunluğunun,1
kurulları,1
sayısının,1
katından,1
defadan,1
açılışından,1
toplantıyı,1
vekili,1
yazman,1
seçilir,1
toplantısında,1
gündemde,1
maddeler,1
görüşülür,1
yeler,1
görüşülmesi,1
şeklindeki,1
konuların,1
gündeme,1
kurulun,1
üyeliğe,1
üyelikten,1
seçer,1
organına,1
görür,1
denetler,1
üyesi,1
kararlarda,1
tüzüğe,1
katılmayan,1
başvurmak,1
tüketilmedikçe,1
sayıldığı,1
boşalmalar,1
tamsaylısının,1
yarısının,1
yapılmazsa,1
organıdır,1
tüzüğüne,1
raporla,1
kuruluna,1
kurula,1
sunar,1
gerçekleşmesinin,1
oluşturulmamış,1
oluşturulmasının,1
üste,1
konuları,1
biçimleri,1
doğrultusunda,1
bulunurlar,1
faaliyetlerle,1
telikli,1
sınırlamalara,1
serbestliği,1
türkiyede,1
yabancıların,1
yerleşme,1
olabilirler,1
örgütlenmesi,1
açmaları,1
kurucular,1
şubenin,1
uygulanacak,1
alanda,1
işbirliği,1
yapılmasında,1
şubede,1
denetçi,1
şubelere,1
kurmaları,1
konfederasyonlar,1
üçer,1
olunurlar,1
federasyonların,1
kurullarınca,1
seçilirler,1
konfederasyonlara,1
kında,1
ödentisi,1
bağış,1
yardımlardan,1
özgülemeleriyle,1
bütünü,1
gerçekleşmiş,1
gerçekleşeceği,1
vakfedilebilir,1
cumhuriyetin,1
anayasanın,1
ilkelerine,1
birliğe,1
menfaatlere,1
cemaat,1
mensuplarını,1
desteklemek,1
tem,1
sil,1
belgeyle,1
belgede,1
özgülenecek,1
başvurulan,1
bilirler,1
müdürlüğünde,1
gönderilir,1
kaydolunan,1
anca,1
kazanılmasıyla,1
vakfedilen,1
idaresine,1
haklarla,1
örgütlenme,1
kazanması,1
reddini,1
tamamlattırınabileceği,1
erleş,1
tamamlattırılır,1
gerçekleşmesine,1
açıklamasında,1
imara,1
amaçlı,1
bağışlamaya,1
tasarruflara,1
organının,1
gösterebilir,1
vakıflarının,1
işleyişi,1
bilgiyi,1
çalıştırılanlar,1
işçiler,1
temsilcilerini,1
Abid,1
iğince,1
aralarından,1
çalıştırılanların,1
işçilerin,1
ödemelerle,1
sağlanacak,1
işverene,1
alacağından,1
sağlanmış,1
yararlananların,1
edimlerinin,1
isteyebilmeleri,1
tanımış,1
vakıflarında,1
ime,1
katılmaları,1
vakıftan,1
hükümlerde,1
organın,1
getirip,1
yönetip,1
yönetmedikleri,1
harcayıp,1
harcamadıkları,1
ulusal,1
arınç,1
örgütünü,1
işleyişini,1
yenisini,1
koşullardaki,1
değişmeler,1
kalınması,1
uymayacak,1
isem,1
hakem,1
amacını,1
güçleştiren,1
kaldırılmasında,1
değiştirilmesinde,1
değiştirilmesini,1
azılı,1
takvim,1
yılının,1
yayımlanmasını,1
bakanlığı,1
anayasada,1
verilinceye,1
başvuruyu,1
sicilden,1
faaliyetlerde,1
yad,1
yapılarak,1
j,1
kurmalarına,1
sanlanma,1
vaadiyle,1
küçüğü,1
bağlamaz,1
zorlamak,1
ez,1
cayma,1
şartı,1
bozulmasının,1
nisanlılardan,1
nişanı,1
bozduğu,1
yükletinebilen,1
bozulduğu,1
katlandığı,1
fedakarlıklar,1
davranan,1
bozulması,1
hediyelerin,1
nisanlıların,1
davrananların,1
nisanlıya,1
hediye,1
mislen,1
verilemiyorsa,1
ehliyetin,1
doldurmadıkça,1
karardan,1
dinlenir,1
vermeyen,1
temsilciyi,1
kardeşler,1
amca,1
dayı,1
hala,1
teyze,1
yeğenleri,1
Üstsb,1
yu,1
evliliğinin,1
verilmedikçe,1
kaybolanın,1
başvurusuyla,1
doğurmakla,1
istemeleri,1
hastaları,1
evlenemezler,1
evlenecek,1
başvur,1
işle,1
muhtardır,1
evlenecekler,1
örneğini,1
onaylanmış,1
ağlık,1
başvurusunu,1
eklenmesi,1
tamamlattırır,1
yapılmadığı,1
reddolunur,1
redde,1
incelenip,1
avalar,1
usulüyle,1
koşullarının,1
saatini,1
isterlerse,1
evlenebilme,1
ösüllarının,1
bulunmadığının,1
törenini,1
yapılışı,1
evleneceklerin,1
bulacağı,1
bulunmasıyla,1
maşıyla,1
isteyip,1
istemediklerini,1
sorar,1
cevaplarını,1
açıklar,1
bitmez,1
eşlere,1
gösterilmeden,1
yazışma,1
evlenmeler,1
batıldır,1
birinde,1
hısımlığın,1
butlanın,1
iyileşmiş,1
land,1
avaşini,1
iyileşen,1
evliyken,1
evlenmede,1
nisbi,1
istemediği,1
evlendiği,1
düşünmediği,1
yaşamayı,1
sokacak,1
evlenmişse,1
onuru,1
aldatılarak,1
gizlenmişse,1
onuruna,1
korkutularak,1
korkunun,1
evlenirse,1
alınmayan,1
retle,1
doldurmak,1
karı,1
gerektirmeyen,1
itme,1
evlendirmeye,1
evlilikten,1
olmasalar,1
ilişkilere,1
evlenirken,1
olamayacağı,1
uflarla,1
eyleminin,1
atak,1
ast,1
hayatına,1
kastedilmesi,1
davranılması,1
eşten,1
beklenemezse,1
getirmemek,1
maksadıyla,1
etmekte,1
sonuçsuz,1
zorlayan,1
esası,1
incelemeden,1
ihtarda,1
dönmesi,1
dönmemesi,1
bitmedikçe,1
ihtardan,1
ibarelerinden,1
hastası,1
hastalığın,1
sarsılması,1
sürdürmeleri,1
beklenmeyecek,1
devamında,1
başvurması,1
iradelerinin,1
açıklandığına,1
edilecek,1
düzenlemeyi,1
anlaşmada,1
ikrarlarının,1
bağlamayacağı,1
kesinleştiği,1
kurulamamışsa,1
temelden,1
yöne,1
timin,1
olasılığı,1
kesi,1
nleşm,1
eşiyle,1
bitimi,1
bitince,1
kurulmamışsa,1
boşanan,1
dul,1
taşımasına,1
boşandığı,1
kullanmakta,1
vermeyeceği,1
ispatlanırsa,1
tasım,1
aşina,1
kusursuz,1
akası,1
ödenme,1
nafakasının,1
evliymiş,1
yoksulluğunun,1
sürmesi,1
durumlarının,1
hakkaniyetin,1
artırılması,1
rafların,1
hükmünün,1
kesinleşmesinin,1
boşa,1
sıfatla,1
birbirlerinin,1
kaybederler,1
derken,1
birisinin,1
kusurunun,1
ispatlanması,1
babayı,1
düşüncesini,1
gereklerinin,1
değiştirilebileceğini,1
ahlak,1
başkasıyla,1
gitmesi,1
kılması,1
varlığına,1
vicdanen,1
getirmedikçe,1
sayamaz,1
olgular,1
esen,1
yemin,1
öneremez,1
ikrarları,1
imib,1
ağlamaz,1
onaylanmadıkça,1
duruşmanın,1
gizli,1
evlenmeyle,1
mutluluğunu,1
bakımına,1
gözetimin,1
eber,1
aberce,1
yaşamak,1
sadık,1
konutun,1
seçimi,1
giderlere,1
oturacakları,1
beraberce,1
malvarlıkları,1
cümleler,1
ayılı,1
yaşamın,1
gecikmede,1
kullanıldığı,1
kişilerce,1
anlaşılamayacak,1
ekili,1
aşılması,1
sınırlayabilir,1
kaldırıldığını,1
sınırlandığını,1
bildirebilir,1
kaldırılmasının,1
sınırlanmasının,1
doğurması,1
sınırlanmasına,1
ittirilebilir,1
yürütül,1
feshedemez,1
konutunu,1
devredemez,1
rızayı,1
konutla,1
sağlanmışsa,1
massa,1
kiralayana,1
birliğine,1
uyuşmazlığa,1
düşülmesi,1
uyarır,1
uzlaştırmaya,1
çalışır,1
uzman,1
yardımını,1
yaşarken,1
katkıyı,1
bakması,1
katkılar,1
yasa,1
güvenliği,1
yaşamaya,1
katkıya,1
eşyasından,1
yaşamaktan,1
istemlerde,1
borçlularına,1
yapmalarını,1
emredebilir,1
yapılabileceğine,1
kaldırırsa,1
serdedilmesine,1
yerleri,1
mahkemedir,1
değişmişse,1
arasın,1
inilmiş,1
uygulanması,1
rejimlerden,1
noterde,1
onaylama,1
seçtiklerini,1
bildirebilirler,1
temsilcilerince,1
imzalanması,1
dönüşmesine,1
batık,1
haczedilmiş,1
düşürmüş,1
esirgemesi,1
sema,1
geçişten,1
geçişi,1
dönülmesine,1
iflasta,1
iflasına,1
dönüşür,1
hacizde,1
haczin,1
uygulanmasında,1
uğrarsa,1
imden,1
yöneltilir,1
tatmin,1
geçildiği,1
alabilecekleri,1
bırakamaz,1
yetmediğini,1
bırakması,1
vekalet,1
envanterinin,1
getirilmesinden,1
envanterin,1
değerleridir,1
çalışmasının,1
edinimler,1
kuruluşlarının,1
personele,1
sandık,1
başlangıcında,1
faaliyeti,1
sayılacağını,1
olmayacağını,1
birma,1
lin,1
edilinceye,1
digerin,1
erim,1
erli,1
olanaklardan,1
yararlanabileceği,1
bölünmeden,1
malda,1
olduğunda,1
katkının,1
başlangıçtaki,1
çıkarılmış,1
belirlerler,1
almaktan,1
vazgeçebilecekleri,1
devirler,1
devirlere,1
uyla,1
devirden,1
kesiminden,1
kes,1
imdeki,1
artması,1
oranına,1
çıkarılmışsa,1
eklenmeden,1
denkleştirmeden,1
miktardır,1
eksilmesi,1
özgülenmesini,1
sürebilecekleri,1
hesaplanmasını,1
değerlendirmeye,1
kazancından,1
hesaplanan,1
artırılabilir,1
hallerden,1
hesapta,1
alın,1
devre,1
dildiği,1
takas,1
Blind,1
değerdeki,1
oranının,1
katılmada,1
edilebil,1
ayrılığında,1
kanundaki,1
katılmaya,1
düzenlemeden,1
ödenebilir,1
icrasına,1
birimler,1
katil,1
çağının,1
ödemelerinin,1
yaşantısını,1
ettirebilmesi,1
düzenlemeler,1
terekesi,1
kişilerden,1
isteyebil,1
mülkün,1
konularında,1
mülkiyetteki,1
katkıdan,1
kurulmasından,1
özgülenilmiş,1
geleceğini,1
paylaştırmada,1
iradesinden,1
davranışlar,1
çıkardığı,1
varsayılır,1
kazandırmalara,1
yöntemi,1
paylaştırmanın,1
eklemek,1
ödeyeceği,1
surum,1
değerlerine,1
hesaplamada,1
edinilmesinden,1
bedeline,1
erdirilmesi,1
ailen,1
anlaşabilirler,1
konutunda,1
anlaşamamaları,1
olayın,1
özelliklerini,1
olacağına,1
belirleyerek,1
vermedik,1
gözden,1
ötürüyorlarsa,1
ektiği,1
sıfatı,1
taşımayan,1
kiralayanın,1
ıraka,1
bölünmemiş,1
dahildir,1
ortaklıkları,1
türlerini,1
kazancını,1
tutabilirler,1
kazandırması,1
malıdır,1
isteyebileceği,1
mirasbırakanları,1
kazandırılamaz,1
mallarında,1
bilmeyen,1
bilecek,1
sanata,1
girecek,1
reddetmeyeceği,1
batıksa,1
bulunamazsa,1
reddedilirse,1
arabı,1
gelirlerden,1
kadarıyla,1
zenginleşmesinden,1
istemler,1
açılmasıyla,1
kapsamının,1
ekleme,1
Eray,1
eye,1
kesimine,1
değerlendirilmesinde,1
kararlaştırılabilir,1
sayılacak,1
yarı,1
yarıya,1
sayılabilecek,1
asın,1
paylaşılmasına,1
doğumla,1
olguları,1
araştırır,1
sağlıkları,1
yaratmayan,1
incelemelere,1
öngördüğü,1
incelemeye,1
urum,1
sayabilir,1
babalığı,1
kocadır,1
bağlanması,1
kaldığının,1
ispatıyla,1
günlük,1
açarak,1
karinesini,1
çürütebilir,1
karısı,1
kanıtlar,1
babalığına,1
kek,1
çin,1
kalk,1
tığı,1
karinelerin,1
çakışması,1
evlenmiş,1
ürütünürse,1
oca,1
geçmesinden,1
anası,1
kaybettiğini,1
alındığını,1
öğrenmelerinden,1
yuyayım,1
atam,1
açar,1
ocuklarını,1
yerlerinde,1
yerdeki,1
engellemez,1
hükümle,1
çocukla,1
rin,1
evlenince,1
kaybetmiş,1
vasiyetnamesinde,1
beyanında,1
aşısının,1
tanınamaz,1
memurluklarına,1
anasına,1
ipt,1
alını,1
tanıyana,1
acı,1
geb,1
göstermesinden,1
korkun,1
olamayacağını,1
savcısına,1
üçyüzüncü,1
yüzsekseninci,1
karın,1
döne,1
minde,1
olanaksızlığını,1
olasılığının,1
linkinden,1
ispatlarsa,1
kaya,1
nin,1
karşılanmasını,1
altışar,1
haftalık,1
gebelik,1
doğumun,1
karşılanmasına,1
tazminattan,1
kılmış,1
koşuluna,1
edinmenin,1
yararlarının,1
edinebilirler,1
bulunmaları,1
çocuğunu,1
yayımlandığı,1
alınmıştır,1
başın,1
yoksunluğu,1
bilinmem,1
dam,1
eşinden,1
edinmesinin,1
yaşı,1
edinilemez,1
bab,1
açıklanarak,1
edinenlerin,1
belirtilmemiş,1
zamanı,1
geçmeden,1
usulle,1
alınabil,1
getirmiyorsa,1
gelecekte,1
edinilmek,1
yerleştirilmesinden,1
aranmamasına,1
inme,1
getirmemesi,1
muvafakatiyle,1
yardıma,1
etim,1
ekte,1
küçükken,1
gözetilmiş,1
kaydına,1
talepleri,1
bağlarının,1
evlâtlığın,1
naklen,1
evlatlıkla,1
kayıtlar,1
bilgiler,1
istemedikçe,1
açıklanamaz,1
kil,1
özrü,1
başvurusundan,1
etkilenmediği,1
başvurudan,1
iliş,1
esaslı,1
sayılan,1
kapsamlı,1
araştırılmasından,1
edini,1
lenin,1
dinlenmelerinden,1
uzmanların,1
alınmasından,1
araştırmada,1
kliği,1
eğitme,1
yeteneği,1
yönelten,1
eki,1
gelişmelerin,1
açıklığa,1
kavuşturulması,1
tavır,1
düşünceleri,1
evleri,1
alınmamışsa,1
unda,1
zedelenmeyecekse,1
nok,1
sanlıklar,1
noksanlıklardan,1
şak,1
atsa,1
kal,1
dirilme,1
zedeleyecek,1
gidilemez,1
öğrenilmesinden,1
anayasam,1
kuruluşlarca,1
faaliyetlerinin,1
yürütülmesine,1
çifte,1
taşıyorsa,1
bütünlüğünün,1
saygı,1
anlayış,1
onurunu,1
gözetmek,1
ünlüdürler,1
bırakılmayan,1
ilişkisini,1
zedelemekten,1
eğitilmesi,1
yetiştirilmesini,1
engellemekten,1
co,1
çük,1
ilgilenmezler,1
reddedilebilir,1
işine,1
menfa,1
atine,1
mevcutsa,1
kurulmasıyla,1
düzenlemelerde,1
ilişkiye,1
yapılıncaya,1
adar,1
yoksul,1
eğitimine,1
erg,1
ediyorsa,1
beklenebilecek,1
erinceye,1
bakmakla,1
takdiri,1
nafakayı,1
depo,1
ödemesine,1
babalığın,1
tespitinden,1
olasılığını,1
bulursa,1
eklerini,1
ısrarla,1
getirmezlerse,1
kaçma,1
hazırlığı,1
gelişigüzel,1
harcadıkları,1
heba,1
gelecekteki,1
sağlanmasın,1
ondadır,1
görmedikçe,1
kalırlar,1
ekleşmişse,1
veliye,1
hâlind,1
kalana,1
alınmışsa,1
eğit,1
imi,1
uygularlar,1
sözünü,1
dinlemekle,1
olgunluğu,1
hayatını,1
tanırlar,1
olabildiğince,1
üşünce,1
tutarlar,1
terkedemez,1
koyar,1
olanaklarına,1
eğitirler,1
zihin,1
ruhsal,1
ahlaki,1
toplumsal,1
gelişimini,1
yetenek,1
eğilimlerine,1
mesleki,1
sağlarlar,1
özürlü,1
eğitimini,1
sınırlayacak,1
dinini,1
seçmekte,1
özgürdür,1
temsilcisidirler,1
diğ,1
yaptığını,1
varsayabilirler,1
makamlarının,1
velây,1
etteki,1
temsilde,1
gibidir,1
aileyi,1
do,1
layı,1
Raşid,1
akı,1
girebilmesi,1
irebilmesi,1
onayına,1
bulamaz,1
tehlikede,1
manen,1
yanına,1
yerleştireni,1
huzurunu,1
katlanmaları,1
beklenemeyecek,1
bozuyorsa,1
önlemlerden,1
kaldı,1
rilmas,1
ına,1
bask,1
getirememesi,1
osterm,1
savsaklaması,1
ikisinden,1
velayete,1
gerektirdiğinde,1
vela,1
değiştirilebileceği,1
saldırılar,1
uydurulması,1
gerekti,1
ren,1
kalkmışsa,1
velâyetl,1
vermezler,1
dökümünü,1
yatırımlarda,1
gerçekleşen,1
velâyetleri,1
anabilirler,1
gelirlerin,1
uyduğu,1
ihtiy,1
aclarını,1
fazlası,1
allarına,1
ihtiyaçlar,1
içiminde,1
anılabilir,1
tanıyabi,1
açılmak,1
kullanmaması,1
sarfedemezler,1
öngörmedikçe,1
öngörebilir,1
malından,1
kazancının,1
babasıyla,1
bulunmasını,1
yönetmekte,1
göstermezlerse,1
hes,1
görmezse,1
göt,1
erilme,1
önlenemiyorsa,1
devredilmesine,1
düştüğünde,1
kararlaştırabilir,1
miktarların,1
sarfedileceğin,1
duyulursa,1
akabil,1
hesabıyla,1
vasisine,1
devrederler,1
verilmesinde,1
kuralına,1
devrettikleri,1
dece,1
müdürler,1
har,1
camla,1
tazminatla,1
tutulmazlar,1
yükümlüleri,1
kardeşlerin,1
refah,1
borçlarına,1
ılıktaki,1
geçin,1
isteminden,1
yükümlülerin,1
kaçından,1
aykırıysa,1
azaltabilir,1
bakmak,1
korunsana,1
rumlar,1
masrafları,1
hısımlardan,1
isteye,1
örfe,1
hi,1
simli,1
işçilik,1
gözetme,1
hepsini,1
evin,1
kuruluşunda,1
çimde,1
halkının,1
öğle,1
nimi,1
inançları,1
özgürlükten,1
evdeki,1
bulundurmakla,1
uçuğun,1
vardan,1
gös,1
terseydi,1
gelmesini,1
engelleyemeyeceğini,1
bulunanların,1
düşürmemeleri,1
samanın,1
değiştirmesi,1
manası,1
mina,1
taksimi,1
bireylerinin,1
öğrenimleri,1
donanım,1
desteklenmeleri,1
amaçların,1
harcamaların,1
arınca,1
geçmemek,1
soydan,1
gelenlere,1
kuşaktan,1
kuşağa,1
bölümüyle,1
koymak,1
aral,1
imzalarını,1
taşıması,1
belirsiz,1
belirlenmediği,1
taklar,1
çıkabilir,1
ortaklıkta,1
ürünlerin,1
yetiştiği,1
hasat,1
mevsim,1
iktisadi,1
birleştirir,1
isteyemeyecekleri,1
yapamazlar,1
olay,1
atayabilirler,1
ortaklıkla,1
malikidirler,1
mütesels,1
bıraktıkları,1
edindikleri,1
mallarıdır,1
taklığın,1
feshin,1
bitmesiyle,1
haczedilmesi,1
satışının,1
istenmesiyle,1
iflasıyla,1
hacze,1
dilmiş,1
istenirse,1
öteki,1
isteyeni,1
ortağa,1
karşılığının,1
öbür,1
girebilirler,1
ayrılma,1
hesaplaşma,1
kazançtan,1
temsilini,1
işletilmesini,1
bırakabilirler,1
belirlenmemişse,1
dönemdeki,1
ortalama,1
işleten,1
işletmediği,1
getirmediği,1
kurarak,1
ortakla,1
işlettikleri,1
sanayiye,1
büyüklüğü,1
erindeki,1
aksızın,1
normal,1
ölçüden,1
tesisi,1
oturması,1
aklarının,1
ze,1
delenmesi,1
ihtimali,1
çağrılırlar,1
hacizli,1
ilerin,1
olabilmesi,1
yurdun,1
ıtır,1
kuruluşa,1
ilgilerinin,1
kesildiği,1
vadeye,1
urdu,1
devrolunamaz,1
rehnedilemez,1
eliyle,1
icr,1
başvurulamaz,1
hısımlarının,1
yoksulluğu,1
alınmaya,1
kabullerine,1
üstsoyunu,1
kardeşlerini,1
yurdunu,1
aklarını,1
belgelerindeki,1
iflastaki,1
alırlar,1
alinde,1
yurdunun,1
edebilmesi,1
ölünce,1
sildirmek,1
ekçeyle,1
itirazın,1
haksızlığı,1
silinmesine,1
üzeni,1
kayyımlardır,1
kurulacak,1
fi,1
hısımının,1
hısımı,1
hısımından,1
oluş,1
alınanın,1
getireceklerine,1
undadırlar,1
sağlanmadan,1
yapmadığı,1
meclisini,1
değiştirebileceği,1
erdirebilir,1
görmek,1
küçüklük,1
halin,1
nüf,1
us,1
memurları,1
büdü,1
rumu,1
göremeyen,1
sokan,1
alk,1
arlığını,1
ailesini,1
darlık,1
düşürme,1
tehlikesine,1
devamlı,1
bakıma,1
muhit,1
aç,1
kısıtlanılır,1
cez,1
bulunmasa,1
görülmesi,1
kısıtlanılabilir,1
işitlanabilir,1
cezayı,1
başlandığını,1
hükümlüyü,1
kayyımlığa,1
yaşlılığı,1
hasta,1
ligi,1
yönetemediğini,1
kısıtlanmasını,1
dinlenmesi,1
bilirkişi,1
dinlenmeden,1
aşama,1
kısıtlanamaz,1
kısıtlamaya,1
tanzimi,1
ereklilik,1
dinleyebilir,1
olmamanın,1
yetenekte,1
ergini,1
zere,1
yürütmekle,1
görevlendirilemez,1
hısımların,1
önceliği,1
hısımlarından,1
atamada,1
yerlerinin,1
yakınlığı,1
erinde,1
oturanlardan,1
atananlar,1
meclis,1
since,1
etmeyebilirler,1
hastalıkları,1
güçlükle,1
dörtten,1
velisi,1
silik,1
meal,1
eleri,1
hâkimlik,1
savcılık,1
mesleği,1
mensupları,1
eng,1
çatışanlar,1
düşmanlık,1
bulunanlar,1
hâkimleri,1
atamakla,1
duyulduğunda,1
olmayanların,1
olduktan,1
alınmayıp,1
atanmasından,1
kısıtla,1
bırakılmışsa,1
özürleri,1
siyle,1
cumhur,1
atandığını,1
görmediği,1
bildir,1
kaçınmış,1
atanıncaya,1
vasıl,1
iğe,1
atananın,1
